episode,algorithm,alpha,gamma,epsilon_min,epsilon_decay,epsilon,return,fill_rate,lost_sales,avg_inventory
2147,q_learning,0.2,0.99,0.03,0.999,0.1167086972148597,954.9684880000003,0.8636233132357163,475.0,36.666666666666664
2148,q_learning,0.2,0.99,0.03,0.999,0.11659198851764484,973.7373360000003,0.9764890282131662,60.0,68.7
2149,q_learning,0.2,0.99,0.03,0.999,0.1164753965291272,736.9736040000005,0.9679715302491103,81.0,76.025
2150,q_learning,0.2,0.99,0.03,0.999,0.11635892113259806,1037.4115120000004,0.9293274155001707,207.0,49.6
2151,q_learning,0.2,0.99,0.03,0.999,0.11624256221146546,769.9264040000003,0.9331888768508487,185.0,56.90833333333333
2152,q_learning,0.2,0.99,0.03,0.999,0.116126319649254,1001.6435840000005,0.9352415026833631,181.0,62.93333333333333
2153,q_learning,0.2,0.99,0.03,0.999,0.11601019332960474,686.7318800000008,0.9712897526501767,65.0,75.9
2154,q_learning,0.2,0.99,0.03,0.999,0.11589418313627514,1115.3944840000004,0.9406666666666667,178.0,55.125
2155,q_learning,0.2,0.99,0.03,0.999,0.11577828895313887,617.1328599999999,0.9343096234309624,157.0,68.55833333333334
2156,q_learning,0.2,0.99,0.03,0.999,0.11566251066418573,930.9534199999999,0.974960876369327,64.0,64.175
2157,q_learning,0.2,0.99,0.03,0.999,0.11554684815352155,710.679056,0.8249849124924562,580.0,44.3
2158,q_learning,0.2,0.99,0.03,0.999,0.11543130130536802,866.2586120000003,0.9512284561789512,133.0,69.95833333333333
2159,q_learning,0.2,0.99,0.03,0.999,0.11531587000406265,1074.5686960000003,0.863021420518602,486.0,30.716666666666665
2160,q_learning,0.2,0.99,0.03,0.999,0.1152005541340586,1050.9634560000002,0.9820089955022488,48.0,59.983333333333334
2161,q_learning,0.2,0.99,0.03,0.999,0.11508535357992454,966.8451040000003,0.9537695590327169,130.0,60.75
2162,q_learning,0.2,0.99,0.03,0.999,0.11497026822634461,1149.2190079999998,0.9785177228786252,60.0,57.81666666666667
2163,q_learning,0.2,0.99,0.03,0.999,0.11485529795811826,639.0457040000002,0.946435307431158,142.0,77.28333333333333
2164,q_learning,0.2,0.99,0.03,0.999,0.11474044266016015,983.5751960000001,0.8468374281233665,586.0,26.341666666666665
2165,q_learning,0.2,0.99,0.03,0.999,0.11462570221749999,953.6829480000004,0.9142765066065098,266.0,63.175
2166,q_learning,0.2,0.99,0.03,0.999,0.11451107651528249,955.1042560000002,0.9499263622974963,136.0,51.85
2167,q_learning,0.2,0.99,0.03,0.999,0.11439656543876721,803.8389239999999,0.8644492131616596,379.0,52.358333333333334
2168,q_learning,0.2,0.99,0.03,0.999,0.11428216887332844,891.5020000000001,0.9724839803995476,73.0,78.23333333333333
2169,q_learning,0.2,0.99,0.03,0.999,0.1141678867044551,932.2606560000005,0.9364466292134831,181.0,62.13333333333333
2170,q_learning,0.2,0.99,0.03,0.999,0.11405371881775066,821.727208,0.9853852967227635,33.0,76.51666666666667
2171,q_learning,0.2,0.99,0.03,0.999,0.1139396650989329,717.8915640000002,0.9581810799837597,103.0,77.29166666666667
2172,q_learning,0.2,0.99,0.03,0.999,0.11382572543383397,994.1450360000003,0.9861371300112401,37.0,73.10833333333333
2173,q_learning,0.2,0.99,0.03,0.999,0.11371189970840014,582.8068599999997,0.9757477768795473,60.0,81.525
2174,q_learning,0.2,0.99,0.03,0.999,0.11359818780869173,1024.5037000000004,0.9659685863874345,91.0,54.541666666666664
2175,q_learning,0.2,0.99,0.03,0.999,0.11348458962088304,862.6505159999999,0.9453510436432637,144.0,68.99166666666666
2176,q_learning,0.2,0.99,0.03,0.999,0.11337110503126216,1027.9883080000009,0.9231015700096123,240.0,53.225
2177,q_learning,0.2,0.99,0.03,0.999,0.1132577339262309,1103.3343719999998,0.9476946919798528,135.0,62.858333333333334
2178,q_learning,0.2,0.99,0.03,0.999,0.11314447619230467,889.0960400000002,0.8646769052448565,467.0,48.833333333333336
2179,q_learning,0.2,0.99,0.03,0.999,0.11303133171611236,1009.3698040000002,0.9471935007385525,143.0,58.108333333333334
2180,q_learning,0.2,0.99,0.03,0.999,0.11291830038439625,726.5791399999999,0.9447943682845499,149.0,74.90833333333333
2181,q_learning,0.2,0.99,0.03,0.999,0.11280538208401185,1088.6136880000006,0.9342800528401585,199.0,52.31666666666667
2182,q_learning,0.2,0.99,0.03,0.999,0.11269257670192784,793.9883360000003,0.8859450726978998,353.0,56.86666666666667
2183,q_learning,0.2,0.99,0.03,0.999,0.11257988412522592,695.6349240000002,0.9567170273581054,106.0,64.85833333333333
2184,q_learning,0.2,0.99,0.03,0.999,0.11246730424110069,1094.6546520000004,0.9043690803544149,313.0,41.19166666666667
2185,q_learning,0.2,0.99,0.03,0.999,0.11235483693685959,1057.7678400000004,0.9632326174008009,101.0,59.25
2186,q_learning,0.2,0.99,0.03,0.999,0.11224248209992273,989.5367080000003,0.8876883707705431,395.0,52.891666666666666
2187,q_learning,0.2,0.99,0.03,0.999,0.1121302396178228,1223.6286,0.8370245546461242,677.0,28.45
2188,q_learning,0.2,0.99,0.03,0.999,0.11201810937820499,1127.2960120000002,0.9345696291112666,187.0,43.608333333333334
2189,q_learning,0.2,0.99,0.03,0.999,0.11190609126882678,871.9004280000003,0.952561669829222,125.0,69.39166666666667
2190,q_learning,0.2,0.99,0.03,0.999,0.11179418517755794,924.8947280000006,0.9177442528735632,229.0,50.18333333333333
2191,q_learning,0.2,0.99,0.03,0.999,0.11168239099238039,836.7784399999999,0.964527027027027,84.0,70.93333333333334
2192,q_learning,0.2,0.99,0.03,0.999,0.11157070860138801,565.3358440000003,0.8405797101449275,473.0,61.325
2193,q_learning,0.2,0.99,0.03,0.999,0.11145913789278662,1090.4869959999999,0.9241769205187895,228.0,50.541666666666664
2194,q_learning,0.2,0.99,0.03,0.999,0.11134767875489383,1053.039688,0.8845795842382873,372.0,33.78333333333333
2195,q_learning,0.2,0.99,0.03,0.999,0.11123633107613894,999.7631160000005,0.8549618320610687,532.0,26.775
2196,q_learning,0.2,0.99,0.03,0.999,0.1111250947450628,637.0864239999999,0.9289156626506024,177.0,74.31666666666666
2197,q_learning,0.2,0.99,0.03,0.999,0.11101396965031773,814.5385560000003,0.839458413926499,498.0,40.44166666666667
2198,q_learning,0.2,0.99,0.03,0.999,0.11090295568066742,1035.430652,0.862176754759875,485.0,32.84166666666667
2199,q_learning,0.2,0.99,0.03,0.999,0.11079205272498675,1046.9226200000007,0.8394863563402889,600.0,29.541666666666668
2200,q_learning,0.2,0.99,0.03,0.999,0.11068126067226176,904.8772880000002,0.8634782608695653,471.0,31.35
2201,q_learning,0.2,0.99,0.03,0.999,0.1105705794115895,869.0842120000004,0.9447160586686725,147.0,63.00833333333333
2202,q_learning,0.2,0.99,0.03,0.999,0.11046000883217792,1071.848616,0.9757860498735093,67.0,61.5
2203,q_learning,0.2,0.99,0.03,0.999,0.11034954882334574,341.54400400000014,0.8405422853453841,494.0,70.29166666666667
2204,q_learning,0.2,0.99,0.03,0.999,0.11023919927452239,729.0651840000002,0.8781622564699041,419.0,40.7
2205,q_learning,0.2,0.99,0.03,0.999,0.11012896007524788,668.4756360000002,0.9558533701221915,112.0,68.99166666666666
2206,q_learning,0.2,0.99,0.03,0.999,0.11001883111517262,749.4629000000002,0.829038514824051,617.0,35.925
2207,q_learning,0.2,0.99,0.03,0.999,0.10990881228405745,644.3606479999999,0.9991300565463245,2.0,84.16666666666667
2208,q_learning,0.2,0.99,0.03,0.999,0.10979890347177339,668.8927,0.915375897242161,224.0,64.125
2209,q_learning,0.2,0.99,0.03,0.999,0.10968910456830162,679.9223080000003,0.9026676279740447,270.0,67.49166666666666
2210,q_learning,0.2,0.99,0.03,0.999,0.10957941546373332,887.0380799999997,0.8833967046894804,368.0,46.2
2211,q_learning,0.2,0.99,0.03,0.999,0.10946983604826958,855.4615360000001,0.9608959757023539,103.0,68.8
2212,q_learning,0.2,0.99,0.03,0.999,0.10936036621222131,870.9617840000002,0.9510785824345146,127.0,58.81666666666667
2213,q_learning,0.2,0.99,0.03,0.999,0.1092510058460091,600.9810359999999,0.8724676187313185,384.0,65.29166666666667
2214,q_learning,0.2,0.99,0.03,0.999,0.10914175484016309,983.254136,0.8630705394190872,495.0,37.416666666666664
2215,q_learning,0.2,0.99,0.03,0.999,0.10903261308532292,1232.0798479999999,0.9209498046287947,263.0,38.03333333333333
2216,q_learning,0.2,0.99,0.03,0.999,0.1089235804722376,967.2461600000006,0.967258382642998,83.0,70.3
2217,q_learning,0.2,0.99,0.03,0.999,0.10881465689176535,973.8772760000003,0.955661414437523,121.0,59.44166666666667
2218,q_learning,0.2,0.99,0.03,0.999,0.10870584223487359,696.8320960000005,0.9400379506641366,158.0,71.56666666666666
2219,q_learning,0.2,0.99,0.03,0.999,0.10859713639263872,633.1599680000003,0.9765013054830287,54.0,81.73333333333333
2220,q_learning,0.2,0.99,0.03,0.999,0.10848853925624607,742.6935680000007,0.8330025517436915,589.0,45.333333333333336
2221,q_learning,0.2,0.99,0.03,0.999,0.10838005071698983,779.9057760000001,0.8949919224555735,325.0,60.7
2222,q_learning,0.2,0.99,0.03,0.999,0.10827167066627284,974.0498160000003,0.9435879467414156,161.0,50.38333333333333
2223,q_learning,0.2,0.99,0.03,0.999,0.10816339899560658,1262.550588,0.884698275862069,428.0,23.841666666666665
2224,q_learning,0.2,0.99,0.03,0.999,0.10805523559661097,903.5910439999999,0.9325722440242598,189.0,62.09166666666667
2225,q_learning,0.2,0.99,0.03,0.999,0.10794718036101435,669.8435280000002,0.7454017424975798,1052.0,15.816666666666666
2226,q_learning,0.2,0.99,0.03,0.999,0.10783923318065333,640.2465440000002,0.9302414718282866,182.0,64.2
2227,q_learning,0.2,0.99,0.03,0.999,0.10773139394747269,537.566036,0.9853004755728492,34.0,80.875
2228,q_learning,0.2,0.99,0.03,0.999,0.1076236625535252,597.9468919999998,0.9982631350412505,4.0,84.55833333333334
2229,q_learning,0.2,0.99,0.03,0.999,0.1075160388909717,88.44713599999999,0.987290289781393,25.0,101.05
2230,q_learning,0.2,0.99,0.03,0.999,0.10740852285208072,775.841964,0.9678178963893249,82.0,67.325
2231,q_learning,0.2,0.99,0.03,0.999,0.10730111432922863,980.8817319999996,0.8995433789954338,330.0,50.44166666666667
2232,q_learning,0.2,0.99,0.03,0.999,0.1071938132148994,384.5674520000001,0.7842194570135747,763.0,46.80833333333333
2233,q_learning,0.2,0.99,0.03,0.999,0.10708661940168451,697.782312,0.7871485943775101,795.0,40.6
2234,q_learning,0.2,0.99,0.03,0.999,0.10697953278228282,921.9207320000002,0.9425615412058509,161.0,60.625
2235,q_learning,0.2,0.99,0.03,0.999,0.10687255324950054,657.5993560000001,0.9613445378151261,92.0,78.40833333333333
2236,q_learning,0.2,0.99,0.03,0.999,0.10676568069625104,461.236084,0.9925208974923009,17.0,95.725
2237,q_learning,0.2,0.99,0.03,0.999,0.10665891501555479,833.393844,0.9146919431279621,252.0,60.325
2238,q_learning,0.2,0.99,0.03,0.999,0.10655225610053923,449.2365519999999,0.9873417721518988,27.0,90.7
2239,q_learning,0.2,0.99,0.03,0.999,0.10644570384443869,937.307088,0.9771453212591634,53.0,72.01666666666667
2240,q_learning,0.2,0.99,0.03,0.999,0.10633925814059425,729.7150759999998,0.8195726721181746,684.0,37.09166666666667
2241,q_learning,0.2,0.99,0.03,0.999,0.10623291888245366,696.2939719999998,0.9843947701391818,37.0,73.59166666666667
2242,q_learning,0.2,0.99,0.03,0.999,0.10612668596357121,978.6237520000002,0.9626783754116356,102.0,66.2
2243,q_learning,0.2,0.99,0.03,0.999,0.10602055927760763,1197.1167120000002,0.9594927791475871,115.0,57.0
2244,q_learning,0.2,0.99,0.03,0.999,0.10591453871833002,801.2346720000004,0.9094076655052264,260.0,53.25
2245,q_learning,0.2,0.99,0.03,0.999,0.10580862417961169,914.5270600000003,0.8728915662650603,422.0,62.15833333333333
2246,q_learning,0.2,0.99,0.03,0.999,0.10570281555543208,826.5727960000003,0.926278659611993,209.0,58.775
2247,q_learning,0.2,0.99,0.03,0.999,0.10559711273987665,920.537924,0.9417549167927383,154.0,50.24166666666667
2248,q_learning,0.2,0.99,0.03,0.999,0.10549151562713678,899.1379519999998,0.9694940476190477,82.0,60.4
2249,q_learning,0.2,0.99,0.03,0.999,0.10538602411150964,642.8455720000001,0.897454284689853,286.0,67.79166666666667
2250,q_learning,0.2,0.99,0.03,0.999,0.10528063808739813,792.0190160000001,0.8623031799938252,446.0,47.81666666666667
2251,q_learning,0.2,0.99,0.03,0.999,0.10517535744931074,1359.7360560000004,0.8915119363395225,409.0,32.666666666666664
2252,q_learning,0.2,0.99,0.03,0.999,0.10507018209186142,727.1568119999998,0.8599605522682445,426.0,54.358333333333334
2253,q_learning,0.2,0.99,0.03,0.999,0.10496511190976957,963.4570799999999,0.9775628626692456,58.0,62.35
2254,q_learning,0.2,0.99,0.03,0.999,0.1048601467978598,531.804648,0.9737777777777777,59.0,73.48333333333333
2255,q_learning,0.2,0.99,0.03,0.999,0.10475528665106193,870.6799880000002,1.0,0.0,66.675
2256,q_learning,0.2,0.99,0.03,0.999,0.10465053136441087,788.18536,0.91816223977028,228.0,57.166666666666664
2257,q_learning,0.2,0.99,0.03,0.999,0.10454588083304646,890.1895640000002,0.9384501297738228,166.0,53.65833333333333
2258,q_learning,0.2,0.99,0.03,0.999,0.10444133495221342,793.1235200000001,0.9698242933537051,79.0,65.63333333333334
2259,q_learning,0.2,0.99,0.03,0.999,0.1043368936172612,1093.2883040000004,0.9582706766917293,111.0,41.6
2260,q_learning,0.2,0.99,0.03,0.999,0.10423255672364394,913.2391360000004,0.9848726114649682,38.0,62.46666666666667
2261,q_learning,0.2,0.99,0.03,0.999,0.10412832416692029,1018.8713360000003,0.8354864223569733,624.0,31.883333333333333
2262,q_learning,0.2,0.99,0.03,0.999,0.10402419584275337,1029.7051920000001,0.9496669133974833,136.0,45.6
2263,q_learning,0.2,0.99,0.03,0.999,0.10392017164691061,948.6575680000003,0.9043250327653998,292.0,48.85
2264,q_learning,0.2,0.99,0.03,0.999,0.1038162514752637,1001.6367720000004,0.9118610747051114,269.0,40.975
2265,q_learning,0.2,0.99,0.03,0.999,0.10371243522378844,1030.7723000000008,0.8199097172725113,758.0,23.541666666666668
2266,q_learning,0.2,0.99,0.03,0.999,0.10360872278856466,759.5272040000004,0.9576659038901602,111.0,76.575
2267,q_learning,0.2,0.99,0.03,0.999,0.10350511406577609,793.5022280000001,0.8224272930648769,635.0,40.275
2268,q_learning,0.2,0.99,0.03,0.999,0.10340160895171031,900.7995440000003,0.8896321070234113,330.0,45.55
2269,q_learning,0.2,0.99,0.03,0.999,0.1032982073427586,999.3246480000004,0.798294817141575,899.0,20.333333333333332
2270,q_learning,0.2,0.99,0.03,0.999,0.10319490913541585,1051.53802,0.9511019283746557,142.0,48.65833333333333
2271,q_learning,0.2,0.99,0.03,0.999,0.10309171422628043,883.4879120000002,0.894377640558986,325.0,53.75
2272,q_learning,0.2,0.99,0.03,0.999,0.10298862251205415,959.6643960000001,0.8935583878746125,309.0,38.84166666666667
2273,q_learning,0.2,0.99,0.03,0.999,0.1028856338895421,734.3825520000003,0.9126738794435858,226.0,49.2
2274,q_learning,0.2,0.99,0.03,0.999,0.10278274825565255,1138.3060480000008,0.8841533180778032,405.0,31.116666666666667
2275,q_learning,0.2,0.99,0.03,0.999,0.1026799655073969,854.3510200000002,0.927118017018128,197.0,50.291666666666664
2276,q_learning,0.2,0.99,0.03,0.999,0.1025772855418895,1355.8652960000002,0.8776790381599582,468.0,31.866666666666667
2277,q_learning,0.2,0.99,0.03,0.999,0.10247470825634761,979.9868720000009,0.94009382894262,166.0,51.68333333333333
2278,q_learning,0.2,0.99,0.03,0.999,0.10237223354809126,754.2577679999996,0.8107532605802502,711.0,44.483333333333334
2279,q_learning,0.2,0.99,0.03,0.999,0.10226986131454317,1191.8056760000002,0.9053089102763117,305.0,33.075
2280,q_learning,0.2,0.99,0.03,0.999,0.10216759145322862,970.1750559999999,0.9579439252336449,108.0,61.416666666666664
2281,q_learning,0.2,0.99,0.03,0.999,0.1020654238617754,981.6240200000001,0.9793434157137587,56.0,55.55833333333333
2282,q_learning,0.2,0.99,0.03,0.999,0.10196335843791363,774.45702,0.9389250814332247,150.0,54.275
2283,q_learning,0.2,0.99,0.03,0.999,0.10186139507947571,1107.1292079999998,0.9932457786116323,18.0,53.78333333333333
2284,q_learning,0.2,0.99,0.03,0.999,0.10175953368439623,868.3975800000003,0.974587039390089,60.0,68.40833333333333
2285,q_learning,0.2,0.99,0.03,0.999,0.10165777415071184,913.817692,0.9598888006354249,101.0,53.625
2286,q_learning,0.2,0.99,0.03,0.999,0.10155611637656113,978.7757120000003,0.9286494357480888,196.0,54.55
2287,q_learning,0.2,0.99,0.03,0.999,0.10145456026018457,933.9947880000003,0.8935261255340124,324.0,51.69166666666667
2288,q_learning,0.2,0.99,0.03,0.999,0.10135310569992438,445.14540400000004,0.9722772277227723,56.0,84.425
2289,q_learning,0.2,0.99,0.03,0.999,0.10125175259422446,922.6512279999998,0.8785584494245912,401.0,43.875
2290,q_learning,0.2,0.99,0.03,0.999,0.10115050084163023,1261.3465479999998,0.971100278551532,83.0,51.175
2291,q_learning,0.2,0.99,0.03,0.999,0.1010493503407886,214.8112720000001,0.9778085991678225,48.0,91.63333333333334
2292,q_learning,0.2,0.99,0.03,0.999,0.10094830099044781,872.0103640000002,0.9705443698732289,79.0,62.74166666666667
2293,q_learning,0.2,0.99,0.03,0.999,0.10084735268945737,874.6846120000002,0.936838262139467,173.0,52.358333333333334
2294,q_learning,0.2,0.99,0.03,0.999,0.1007465053367679,882.6348080000001,0.861095265259555,487.0,41.78333333333333
2295,q_learning,0.2,0.99,0.03,0.999,0.10064575883143113,582.935968,0.7366436203645506,1257.0,10.733333333333333
2296,q_learning,0.2,0.99,0.03,0.999,0.10054511307259971,1012.3972720000003,0.9307667421546425,214.0,53.75
2297,q_learning,0.2,0.99,0.03,0.999,0.10044456795952711,707.2675999999999,0.9785683669095585,50.0,71.16666666666667
2298,q_learning,0.2,0.99,0.03,0.999,0.10034412339156758,1028.6368560000005,0.9805862200228398,51.0,60.05
2299,q_learning,0.2,0.99,0.03,0.999,0.10024377926817601,550.270692,0.9809833024118738,41.0,89.65833333333333
2300,q_learning,0.2,0.99,0.03,0.999,0.10014353548890784,894.7452400000006,0.9478482859226842,143.0,62.8
2301,q_learning,0.2,0.99,0.03,0.999,0.10004339195341894,613.1088200000006,0.7513636363636363,1094.0,19.125
2302,q_learning,0.2,0.99,0.03,0.999,0.09994334856146551,746.949764,0.9978137297770004,5.0,86.19166666666666
2303,q_learning,0.2,0.99,0.03,0.999,0.09984340521290405,558.3213760000003,0.8277404921700223,539.0,58.05
2304,q_learning,0.2,0.99,0.03,0.999,0.09974356180769114,722.0105840000001,0.9581132075471698,111.0,68.1
2305,q_learning,0.2,0.99,0.03,0.999,0.09964381824588345,476.79710000000017,0.9137055837563451,221.0,73.20833333333333
2306,q_learning,0.2,0.99,0.03,0.999,0.09954417442763756,605.1009440000001,0.9241917502787068,204.0,75.78333333333333
2307,q_learning,0.2,0.99,0.03,0.999,0.09944463025320993,590.7268440000001,0.9546816479400749,121.0,79.19166666666666
2308,q_learning,0.2,0.99,0.03,0.999,0.09934518562295672,1222.8544800000004,0.9486765655261459,159.0,54.733333333333334
2309,q_learning,0.2,0.99,0.03,0.999,0.09924584043733377,744.4473279999996,0.9508133230054222,127.0,71.33333333333333
2310,q_learning,0.2,0.99,0.03,0.999,0.09914659459689643,436.88922000000025,0.9763928234183191,50.0,89.44166666666666
2311,q_learning,0.2,0.99,0.03,0.999,0.09904744800229953,870.7257960000004,0.8455203394060394,619.0,41.15833333333333
2312,q_learning,0.2,0.99,0.03,0.999,0.09894840055429724,444.3669280000001,0.9884566053869175,27.0,79.05
2313,q_learning,0.2,0.99,0.03,0.999,0.09884945215374294,754.4313760000003,0.9724052718286655,67.0,69.91666666666667
2314,q_learning,0.2,0.99,0.03,0.999,0.0987506027015892,784.099476,0.986782321354812,32.0,63.84166666666667
2315,q_learning,0.2,0.99,0.03,0.999,0.0986518520988876,925.9687600000001,0.8646727864968907,457.0,35.03333333333333
2316,q_learning,0.2,0.99,0.03,0.999,0.09855320024678872,669.6699679999999,0.9738197424892704,61.0,75.66666666666667
2317,q_learning,0.2,0.99,0.03,0.999,0.09845464704654193,853.6085120000001,0.8281078107810781,625.0,33.68333333333333
2318,q_learning,0.2,0.99,0.03,0.999,0.09835619239949539,1003.3379599999998,0.8759931895573212,437.0,44.1
2319,q_learning,0.2,0.99,0.03,0.999,0.09825783620709588,996.8384760000002,0.9094022415940224,291.0,37.44166666666667
2320,q_learning,0.2,0.99,0.03,0.999,0.09815957837088879,848.1451520000004,0.931833910034602,197.0,61.11666666666667
2321,q_learning,0.2,0.99,0.03,0.999,0.09806141879251791,730.5141000000003,0.9822125813449024,41.0,75.875
2322,q_learning,0.2,0.99,0.03,0.999,0.09796335737372538,772.9709439999999,0.9356287425149701,172.0,53.11666666666667
2323,q_learning,0.2,0.99,0.03,0.999,0.09786539401635166,722.1190240000002,0.9861751152073732,33.0,79.18333333333334
2324,q_learning,0.2,0.99,0.03,0.999,0.09776752862233531,1038.9997040000005,0.9301003344481605,209.0,36.1
2325,q_learning,0.2,0.99,0.03,0.999,0.09766976109371298,769.0973839999996,0.8493881393159711,480.0,44.05
2326,q_learning,0.2,0.99,0.03,0.999,0.09757209133261927,1285.7069000000001,0.9501032346868548,145.0,41.041666666666664
2327,q_learning,0.2,0.99,0.03,0.999,0.09747451924128664,756.4366560000005,0.8887412819661242,335.0,55.016666666666666
2328,q_learning,0.2,0.99,0.03,0.999,0.09737704472204535,777.1511880000004,0.9822410147991544,42.0,78.29166666666667
2329,q_learning,0.2,0.99,0.03,0.999,0.09727966767732331,653.44134,0.9858757062146892,30.0,67.625
2330,q_learning,0.2,0.99,0.03,0.999,0.09718238800964599,1029.6357719999996,0.9194174757281554,249.0,52.425
2331,q_learning,0.2,0.99,0.03,0.999,0.09708520562163633,1087.1131159999993,0.9335022165927802,210.0,35.90833333333333
2332,q_learning,0.2,0.99,0.03,0.999,0.0969881204160147,590.8356199999998,0.9551752241238793,110.0,66.60833333333333
2333,q_learning,0.2,0.99,0.03,0.999,0.09689113229559869,347.6468120000001,0.9949587534372135,11.0,86.375
2334,q_learning,0.2,0.99,0.03,0.999,0.0967942411633031,928.1046239999998,0.9667182662538699,86.0,58.75
2335,q_learning,0.2,0.99,0.03,0.999,0.09669744692213979,579.7821240000002,0.9422854944209311,150.0,60.891666666666666
2336,q_learning,0.2,0.99,0.03,0.999,0.09660074947521764,694.7968560000007,0.904165130851456,260.0,52.06666666666667
2337,q_learning,0.2,0.99,0.03,0.999,0.09650414872574242,588.2136800000001,0.7827365045430251,813.0,28.983333333333334
2338,q_learning,0.2,0.99,0.03,0.999,0.09640764457701669,836.7540240000001,0.9418960244648318,152.0,53.53333333333333
2339,q_learning,0.2,0.99,0.03,0.999,0.09631123693243968,961.4291880000001,0.9443661971830986,158.0,56.25833333333333
2340,q_learning,0.2,0.99,0.03,0.999,0.09621492569550723,533.2040600000001,0.954161103693814,103.0,70.225
2341,q_learning,0.2,0.99,0.03,0.999,0.09611871076981172,610.4657800000003,0.9254798645088446,198.0,65.79166666666667
2342,q_learning,0.2,0.99,0.03,0.999,0.09602259205904191,888.1561160000006,0.9691000386249518,80.0,58.34166666666667
2343,q_learning,0.2,0.99,0.03,0.999,0.09592656946698287,1043.7681840000005,0.8913234005258545,372.0,39.766666666666666
2344,q_learning,0.2,0.99,0.03,0.999,0.09583064289751589,768.3765480000002,0.9930313588850174,16.0,66.55833333333334
2345,q_learning,0.2,0.99,0.03,0.999,0.09573481225461837,868.0073200000005,0.8860510805500982,348.0,43.95
2346,q_learning,0.2,0.99,0.03,0.999,0.09563907744236375,779.8402600000005,0.9088288288288289,253.0,56.74166666666667
2347,q_learning,0.2,0.99,0.03,0.999,0.0955434383649214,938.6325920000004,0.7996579526020035,820.0,17.266666666666666
2348,q_learning,0.2,0.99,0.03,0.999,0.09544789492655646,719.7970760000005,0.9636830520909758,99.0,71.925
2349,q_learning,0.2,0.99,0.03,0.999,0.09535244703162991,935.1492760000001,0.9446564885496184,145.0,53.525
2350,q_learning,0.2,0.99,0.03,0.999,0.09525709458459827,710.901652,0.9538708383473726,115.0,69.25833333333334
2351,q_learning,0.2,0.99,0.03,0.999,0.09516183749001368,854.9256839999999,0.9800460475825019,52.0,60.475
2352,q_learning,0.2,0.99,0.03,0.999,0.09506667565252366,908.9290600000004,0.8582945736434109,457.0,34.175
2353,q_learning,0.2,0.99,0.03,0.999,0.09497160897687114,604.2093840000001,0.9659090909090909,81.0,63.53333333333333
2354,q_learning,0.2,0.99,0.03,0.999,0.09487663736789427,890.0888240000004,0.84383637368712,565.0,36.45
2355,q_learning,0.2,0.99,0.03,0.999,0.09478176073052638,746.5057959999999,0.8203370465581262,629.0,36.875
2356,q_learning,0.2,0.99,0.03,0.999,0.09468697896979585,790.2959599999999,0.9253081943437274,206.0,52.5
2357,q_learning,0.2,0.99,0.03,0.999,0.09459229199082606,617.7112280000001,0.9907894736842106,21.0,83.00833333333334
2358,q_learning,0.2,0.99,0.03,0.999,0.09449769969883523,941.4518519999999,0.9983256592716618,4.0,63.09166666666667
2359,q_learning,0.2,0.99,0.03,0.999,0.09440320199913639,913.4129,0.9182412790697675,225.0,45.75833333333333
2360,q_learning,0.2,0.99,0.03,0.999,0.09430879879713726,1029.2850520000002,0.9362288865908307,185.0,51.44166666666667
2361,q_learning,0.2,0.99,0.03,0.999,0.09421448999834012,988.0330360000005,0.968421052631579,84.0,59.675
2362,q_learning,0.2,0.99,0.03,0.999,0.09412027550834177,1098.718536,0.9415631848064281,160.0,52.833333333333336
2363,q_learning,0.2,0.99,0.03,0.999,0.09402615523283343,612.2142160000002,1.0,0.0,88.23333333333333
2364,q_learning,0.2,0.99,0.03,0.999,0.09393212907760061,1153.9121040000005,0.9679465776293823,96.0,56.9
2365,q_learning,0.2,0.99,0.03,0.999,0.09383819694852301,1002.5139200000003,0.9724770642201835,81.0,59.333333333333336
2366,q_learning,0.2,0.99,0.03,0.999,0.09374435875157448,731.4549840000004,0.9791057250313414,50.0,68.45
2367,q_learning,0.2,0.99,0.03,0.999,0.0936506143928229,646.7399520000002,0.9566462167689161,106.0,68.48333333333333
2368,q_learning,0.2,0.99,0.03,0.999,0.09355696377843008,717.2642519999998,0.8671898581346212,440.0,53.825
2369,q_learning,0.2,0.99,0.03,0.999,0.09346340681465165,833.6143320000002,0.9681908548707754,80.0,69.975
2370,q_learning,0.2,0.99,0.03,0.999,0.093369943407837,1007.4003920000001,0.8269713011981054,621.0,22.683333333333334
2371,q_learning,0.2,0.99,0.03,0.999,0.09327657346442916,728.558428,0.7740408570004983,907.0,18.108333333333334
2372,q_learning,0.2,0.99,0.03,0.999,0.09318329689096473,762.6946160000006,0.8234398782343988,580.0,38.5
2373,q_learning,0.2,0.99,0.03,0.999,0.09309011359407376,823.7043840000003,0.9460876076375889,144.0,65.65
2374,q_learning,0.2,0.99,0.03,0.999,0.0929970234804797,743.240256,0.9866148531951641,31.0,81.4
2375,q_learning,0.2,0.99,0.03,0.999,0.09290402645699922,577.4421800000001,0.956408345752608,117.0,64.725
2376,q_learning,0.2,0.99,0.03,0.999,0.09281112243054222,871.3001640000003,0.7789256198347108,963.0,15.825
2377,q_learning,0.2,0.99,0.03,0.999,0.09271831130811167,514.7675879999999,0.9378323108384458,152.0,77.54166666666667
2378,q_learning,0.2,0.99,0.03,0.999,0.09262559299680356,995.679032,0.8623481781376519,510.0,36.65
